,JKT,JKM,GRS,HARGA,LT,LB
7589,3,3,1,7.5,242,400
7591,4,3,0,1.0,121,200
7593,4,3,2,8.5,325,380
7594,4,5,0,11.0,600,500
7595,2,2,2,1.2,140,80
7596,7,5,2,4.5,420,300
7599,4,2,1,3.0,113,116
7600,4,4,0,4.0,170,400
7601,3,1,1,1.8,180,120
7602,3,2,1,0.8,128,111
7603,3,2,0,0.78,110,90
7606,6,3,3,5.5,375,290
7607,5,3,3,4.89,375,290
7608,4,2,0,1.75,200,180
